,Customer_ID,Gender,Region,Subscription_Plan,Payment_Method,Age,Days_Since_Last_Login,Customer_Service_Calls,Monthly_Spend,Churn
2737,12738,Female,North,Basic,E-Wallet,29.0,24,2.0,,1
2738,12739,Unknown,South,Basic,,38.0,69,3.0,1.79,0
2739,12740,Male,West,Basic,Crypto,18.0,44,2.0,68.18,0
2740,12741,Male,South,Basic,Crypto,31.0,67,2.0,2.9,1
2741,12742,Male,West,Basic,PayPal,43.0,25,2.0,72.47,0
2742,12743,Male,South,Pro,Crypto,21.0,25,5.0,86.02,1
2743,12744,Male,South,Plus,E-Wallet,35.0,153,3.0,164.18,1
2744,12745,Female,South,Basic,PayPal,,111,,,1
2745,12746,Female,North,Basic,E-Wallet,29.0,91,1.0,,1
2746,12747,Female,South,Plus,PayPal,50.0,129,1.0,231.96,1
2747,12748,Male,West,Basic,Crypto,17.0,40,2.0,34.01,1
2748,12749,Non-Binary,West,Basic,,41.0,172,1.0,,1
2749,12750,Female,West,Basic,E-Wallet,29.0,13,2.0,53.24,1
2750,12751,Male,North,Pro,PayPal,28.0,164,1.0,25.14,1
2751,12752,Female,South,Basic,Crypto,22.0,129,5.0,24.94,1
2752,12753,Male,South,Pro,Credit Card,,4,,,1
2753,12754,Male,East,Basic,Crypto,32.0,101,1.0,,1
2754,12755,Unknown,North,Basic,Crypto,30.0,129,2.0,36.04,1
2755,12756,Male,West,Basic,Credit Card,35.0,128,2.0,38.36,1
2756,12757,Female,West,Pro,PayPal,32.0,175,7.0,33.17,1
2757,12758,Non-Binary,South,Pro,Crypto,13.0,21,6.0,90.03,1
2758,12759,Female,West,Basic,Credit Card,,40,,,0
2759,12760,Male,South,Basic,E-Wallet,42.0,152,2.0,74.62,1
2760,12761,Male,South,Pro,Credit Card,18.0,45,1.0,85.39,0
2761,12762,Male,East,Plus,Crypto,23.0,93,2.0,159.03,0
2762,12763,Female,North,Basic,E-Wallet,29.0,8,,,1
2763,12764,Female,South,Pro,Crypto,26.0,100,4.0,54.11,1
2764,12765,Male,South,Basic,Credit Card,33.0,46,1.0,63.42,1
2765,12766,Unknown,South,Basic,E-Wallet,23.0,73,1.0,44.74,0
2766,12767,Female,East,Basic,Crypto,,2,,,1
2767,12768,Male,South,Pro,Credit Card,33.0,7,4.0,55.84,0
2768,12769,Female,North,Basic,E-Wallet,40.0,152,1.0,20.82,1
2769,12770,Female,North,Plus,Crypto,46.0,35,4.0,172.26,1
2770,12771,Male,West,Pro,Credit Card,31.0,42,2.0,75.89,1
2771,12772,Male,North,Plus,Crypto,52.0,177,3.0,177.53,1
2772,12773,Non-Binary,West,Basic,Crypto,32.0,62,1.0,5.91,1
2773,12774,Female,North,Basic,Crypto,42.0,161,1.0,,1
2774,12775,Female,West,Plus,PayPal,53.0,137,1.0,175.65,1
2775,12776,Female,South,Pro,Crypto,35.0,26,1.0,26.38,0
2776,12777,Male,East,Plus,E-Wallet,20.0,88,3.0,241.6,1
2777,12778,Male,East,Basic,Credit Card,34.0,12,,16.92,0
2778,12779,Female,East,Basic,,27.0,50,2.0,13.89,0
2779,12780,Male,South,Pro,PayPal,31.0,67,,93.64,0
2780,12781,Male,East,Basic,PayPal,53.0,123,1.0,46.39,1
2781,12782,Non-Binary,North,Pro,PayPal,21.0,143,2.0,65.41,1
2782,12783,Unknown,West,Basic,Crypto,,139,,,1
2783,12784,Female,South,Basic,Crypto,,24,,,1
2784,12785,Non-Binary,East,Basic,E-Wallet,30.0,176,1.0,78.91,1
2785,12786,Male,North,Basic,Credit Card,41.0,143,1.0,,1
2786,12787,Unknown,North,Basic,,37.0,102,1.0,9.41,0
2787,12788,Male,South,Pro,Crypto,31.0,1,,68.4,1
2788,12789,Unknown,South,Basic,Credit Card,27.0,72,3.0,7.02,1
2789,12790,Unknown,East,Basic,Crypto,37.0,122,2.0,27.48,1
2790,12791,Female,West,Plus,PayPal,51.0,126,2.0,179.34,0
2791,12792,Unknown,East,Basic,Crypto,24.0,76,3.0,56.79,1
2792,12793,Female,East,Basic,E-Wallet,53.0,77,1.0,34.96,1
2793,12794,Male,South,Pro,Crypto,45.0,75,2.0,93.14,0
2794,12795,Female,East,Plus,Crypto,,162,,,1
2795,12796,Female,East,Basic,Credit Card,37.0,149,2.0,67.36,1
2796,12797,Male,West,Basic,Crypto,45.0,47,1.0,16.76,1
2797,12798,Female,North,Pro,E-Wallet,23.0,113,2.0,162.43,0
2798,12799,Unknown,North,Basic,Crypto,27.0,63,2.0,84.44,1
2799,12800,Male,West,Pro,Crypto,41.0,149,,73.62,1
2800,12801,Female,North,Plus,PayPal,36.0,72,,156.18,0
2801,12802,Unknown,East,Plus,,32.0,46,6.0,39.34,1
2802,12803,Unknown,West,Basic,Crypto,8.0,39,2.0,,1
2803,12804,Unknown,West,Basic,Crypto,29.0,105,2.0,12.1,1
2804,12805,Female,South,Plus,E-Wallet,22.0,117,,143.25,1
2805,12806,Unknown,North,Basic,Credit Card,38.0,2,1.0,50.92,1
2806,12807,Female,South,Basic,PayPal,32.0,94,1.0,60.81,1
2807,12808,Male,East,Pro,PayPal,27.0,100,,19.16,1
2808,12809,Female,West,Basic,Crypto,60.0,133,1.0,,1
2809,12810,Female,East,Basic,Crypto,44.0,141,3.0,,1
2810,12811,Male,North,Plus,Credit Card,44.0,82,5.0,103.55,1
2811,12812,Female,South,Basic,Crypto,56.0,81,2.0,28.96,1
2812,12813,Female,North,Basic,E-Wallet,,120,,,1
2813,12814,Male,East,Basic,Credit Card,26.0,134,2.0,81.61,1
2814,12815,Female,South,Pro,Crypto,25.0,156,1.0,132.39,1
2815,12816,Female,North,Basic,Credit Card,43.0,2,2.0,,1
2816,12817,Female,East,Basic,PayPal,13.0,12,3.0,10.98,1
2817,12818,Male,North,Pro,Crypto,33.0,163,2.0,92.24,1
2818,12819,Male,West,Plus,Credit Card,12.0,104,1.0,190.45,1
2819,12820,Male,South,Basic,Credit Card,34.0,88,5.0,,1
2820,12821,Unknown,South,Plus,Crypto,42.0,91,1.0,129.06,1
2821,12822,Male,South,Basic,Credit Card,36.0,165,,88.39,1
2822,12823,Female,West,Pro,Crypto,43.0,74,3.0,81.29,1
2823,12824,Male,South,Basic,Crypto,53.0,59,2.0,85.18,1
2824,12825,Male,West,Basic,E-Wallet,32.0,125,1.0,57.03,0
2825,12826,Non-Binary,South,Pro,E-Wallet,62.0,72,2.0,61.0,1
2826,12827,Female,North,Basic,Credit Card,36.0,21,4.0,51.12,1
2827,12828,Male,North,Basic,Credit Card,43.0,148,1.0,73.56,1
2828,12829,Female,North,Basic,Credit Card,27.0,122,1.0,15.47,1
2829,12830,Male,North,Pro,PayPal,50.0,32,2.0,,1
2830,12831,Female,West,Basic,Crypto,44.0,3,1.0,,1
2831,12832,Female,East,Basic,Crypto,48.0,171,3.0,64.44,1
2832,12833,Male,East,Basic,PayPal,34.0,128,1.0,65.96,1
2833,12834,Male,North,Basic,PayPal,21.0,149,2.0,,1
2834,12835,Male,East,Basic,Credit Card,38.0,58,2.0,,1
2835,12836,Unknown,East,Basic,,17.0,36,,6.35,1
2836,12837,Unknown,South,Basic,E-Wallet,30.0,150,3.0,20.04,1
2837,12838,Male,West,Basic,E-Wallet,35.0,160,2.0,58.2,0
2838,12839,Female,North,Pro,PayPal,,112,,,0
2839,12840,Male,East,Pro,PayPal,37.0,149,1.0,57.81,1
2840,12841,Male,East,Plus,Crypto,35.0,126,3.0,226.08,0
2841,12842,Female,North,Basic,Crypto,33.0,117,1.0,,1
2842,12843,Unknown,South,Plus,E-Wallet,20.0,139,1.0,185.52,1
2843,12844,Unknown,North,Basic,Crypto,34.0,111,3.0,80.1,0
2844,12845,Female,South,Plus,Credit Card,35.0,145,1.0,119.56,1
2845,12846,Male,East,Basic,PayPal,24.0,124,1.0,,1
2846,12847,Female,West,Basic,E-Wallet,22.0,99,3.0,,0
2847,12848,Male,South,Basic,E-Wallet,29.0,0,4.0,73.74,1
2848,12849,Female,South,Basic,Credit Card,34.0,120,,22.93,1
2849,12850,Male,North,Plus,Crypto,29.0,88,1.0,195.0,1
2850,12851,Female,East,Pro,Crypto,,19,,,1
2851,12852,Male,West,Plus,PayPal,,16,,,1
2852,12853,Male,North,Pro,Credit Card,39.0,176,1.0,85.14,1
2853,12854,Unknown,North,Basic,E-Wallet,35.0,149,1.0,69.87,1
2854,12855,Male,West,Basic,Credit Card,28.0,113,2.0,,1
2855,12856,Female,East,Plus,E-Wallet,39.0,160,,130.95,1
2856,12857,Male,West,Pro,Credit Card,32.0,25,2.0,130.78,0
2857,12858,Male,North,Pro,Crypto,22.0,26,1.0,78.44,0
2858,12859,Male,North,Basic,E-Wallet,44.0,161,2.0,47.58,1
2859,12860,Male,South,Pro,PayPal,37.0,86,,14.88,1
2860,12861,Non-Binary,West,Plus,Credit Card,,79,,,0
2861,12862,Male,West,Basic,Crypto,18.0,179,1.0,0.94,1
2862,12863,Unknown,West,Basic,E-Wallet,26.0,54,1.0,,1
2863,12864,Female,North,Basic,Crypto,,60,,,0
2864,12865,Female,East,Pro,Credit Card,18.0,177,1.0,117.86,1
2865,12866,Female,North,Basic,PayPal,,13,,,0
2866,12867,Female,South,Basic,PayPal,33.0,125,2.0,27.53,1
2867,12868,Female,North,Basic,Credit Card,37.0,108,3.0,,0
2868,12869,Male,North,Pro,E-Wallet,19.0,121,1.0,24.76,1
2869,12870,Male,North,Basic,,35.0,50,2.0,52.97,1
2870,12871,Non-Binary,South,Basic,Crypto,17.0,112,4.0,25.99,1
2871,12872,Unknown,West,Plus,E-Wallet,34.0,154,1.0,151.77,1
2872,12873,Non-Binary,East,Plus,Credit Card,27.0,167,3.0,144.91,1
2873,12874,Female,East,Basic,Crypto,,67,,,1
2874,12875,Female,South,Pro,Crypto,42.0,8,2.0,112.45,0
2875,12876,Female,West,Pro,Credit Card,31.0,38,1.0,123.91,0
2876,12877,Female,West,Basic,Crypto,38.0,142,1.0,58.48,1
2877,12878,Male,South,Basic,E-Wallet,,88,,,1
2878,12879,Female,North,Basic,E-Wallet,46.0,17,2.0,9.28,1
2879,12880,Male,West,Basic,Credit Card,21.0,51,,24.1,0
2880,12881,Male,East,Basic,Credit Card,43.0,36,1.0,26.58,0
2881,12882,Non-Binary,South,Plus,E-Wallet,34.0,79,2.0,190.57,1
2882,12883,Male,East,Basic,Credit Card,,139,,,0
2883,12884,Male,North,Pro,E-Wallet,22.0,152,,80.01,1
2884,12885,Male,South,Basic,E-Wallet,40.0,78,1.0,44.82,1
2885,12886,Unknown,East,Pro,E-Wallet,24.0,24,,103.2,0
2886,12887,Female,East,Basic,Crypto,,148,,,1
2887,12888,Female,North,Pro,Credit Card,,121,,,1
2888,12889,Non-Binary,South,Pro,Crypto,,87,,,1
2889,12890,Non-Binary,West,Pro,Credit Card,47.0,134,1.0,59.63,1
2890,12891,Male,West,Basic,PayPal,26.0,176,1.0,76.02,1
2891,12892,Female,East,Pro,Crypto,41.0,38,1.0,114.05,1
2892,12893,Female,North,Plus,Crypto,22.0,74,1.0,184.86,1
2893,12894,Female,East,Pro,Crypto,31.0,96,2.0,114.93,1
2894,12895,Male,North,Basic,,51.0,48,,,1
2895,12896,Non-Binary,West,Pro,,27.0,161,3.0,76.14,1
2896,12897,Female,East,Basic,PayPal,45.0,143,,36.98,1
2897,12898,Male,East,Plus,Credit Card,44.0,95,1.0,124.5,1
2898,12899,Female,North,Pro,Credit Card,44.0,142,2.0,21.57,1
2899,12900,Male,South,Basic,Credit Card,21.0,39,3.0,18.35,1
2900,12901,Male,North,Basic,Credit Card,39.0,6,2.0,55.24,0
2901,12902,Female,South,Basic,Credit Card,32.0,100,1.0,66.18,1
2902,12903,Male,West,Plus,PayPal,44.0,39,2.0,105.55,0
2903,12904,Female,East,Basic,Crypto,17.0,69,1.0,42.39,1
2904,12905,Female,East,Basic,PayPal,37.0,102,2.0,,1
2905,12906,Male,North,Plus,Crypto,36.0,91,,172.99,0
2906,12907,Unknown,North,Basic,,14.0,21,1.0,,1
2907,12908,Male,West,Basic,,25.0,100,,51.66,1
2908,12909,Male,West,Pro,,15.0,132,1.0,96.4,1
2909,12910,Male,South,Basic,PayPal,26.0,145,1.0,96.99,1
2910,12911,Male,West,Basic,E-Wallet,39.0,10,3.0,28.82,1
2911,12912,Male,West,Basic,Credit Card,35.0,118,2.0,47.01,1
2912,12913,Female,West,Pro,Credit Card,35.0,7,3.0,110.05,1
2913,12914,Unknown,West,Plus,Crypto,23.0,19,2.0,140.8,1
2914,12915,Male,South,Basic,Credit Card,45.0,58,2.0,73.85,1
2915,12916,Female,West,Basic,,,90,,,1
2916,12917,Female,South,Basic,E-Wallet,34.0,152,1.0,19.84,0
2917,12918,Non-Binary,North,Plus,PayPal,43.0,114,4.0,,1
2918,12919,Female,East,Basic,Credit Card,24.0,18,1.0,,1
2919,12920,Male,North,Plus,Credit Card,36.0,124,,248.69,1
2920,12921,Male,West,Basic,PayPal,38.0,129,2.0,72.36,1
2921,12922,Female,East,Plus,E-Wallet,28.0,105,6.0,167.75,1
2922,12923,Non-Binary,West,Pro,E-Wallet,40.0,65,1.0,119.16,0
2923,12924,Male,West,Pro,Credit Card,38.0,6,3.0,38.72,1
2924,12925,Male,North,Basic,Crypto,32.0,50,1.0,,0
2925,12926,Unknown,West,Pro,PayPal,32.0,94,6.0,93.28,1
2926,12927,Non-Binary,North,Basic,E-Wallet,39.0,160,3.0,18.18,1
2927,12928,Unknown,West,Basic,Credit Card,41.0,74,,34.22,1
2928,12929,Female,South,Basic,E-Wallet,34.0,103,2.0,,1
2929,12930,Male,East,Plus,Credit Card,45.0,12,,128.54,0
2930,12931,Female,North,Pro,PayPal,40.0,137,4.0,34.81,1
2931,12932,Female,North,Pro,Crypto,16.0,112,1.0,92.56,1
2932,12933,Male,East,Pro,PayPal,19.0,58,4.0,90.63,0
2933,12934,Female,North,Basic,E-Wallet,45.0,37,1.0,,0
2934,12935,Female,East,Plus,E-Wallet,31.0,19,3.0,98.45,1
2935,12936,Male,South,Pro,E-Wallet,35.0,13,1.0,123.31,0
2936,12937,Female,West,Pro,Crypto,45.0,39,1.0,111.86,1
2937,12938,Female,South,Basic,PayPal,33.0,134,4.0,13.89,1
2938,12939,Unknown,West,Plus,Credit Card,34.0,5,2.0,195.21,0
2939,12940,Male,East,Plus,PayPal,25.0,167,2.0,92.33,1
2940,12941,Male,South,Pro,PayPal,37.0,8,4.0,122.41,0
2941,12942,Female,West,Basic,Crypto,39.0,105,,,0
2942,12943,Male,East,Pro,PayPal,28.0,64,3.0,,1
2943,12944,Female,West,Pro,E-Wallet,24.0,147,2.0,124.18,1
2944,12945,Female,North,Basic,Crypto,60.0,133,1.0,,1
2945,12946,Male,North,Basic,E-Wallet,33.0,95,1.0,77.2,1
2946,12947,Female,East,Basic,E-Wallet,27.0,38,3.0,21.8,1
2947,12948,Female,West,Pro,PayPal,41.0,122,2.0,82.65,1
2948,12949,Male,North,Basic,Credit Card,33.0,20,3.0,79.51,1
2949,12950,Unknown,South,Basic,PayPal,23.0,36,4.0,72.18,1
2950,12951,Non-Binary,West,Pro,Credit Card,38.0,11,1.0,68.66,1
2951,12952,Female,West,Pro,Crypto,25.0,14,5.0,100.71,1
2952,12953,Female,North,Basic,Crypto,49.0,148,,2.11,1
2953,12954,Female,North,Basic,Crypto,38.0,84,1.0,79.54,1
2954,12955,Unknown,East,Plus,E-Wallet,31.0,91,1.0,158.49,1
2955,12956,Female,West,Pro,,35.0,99,2.0,100.06,1
2956,12957,Female,South,Basic,Crypto,43.0,173,1.0,20.85,1
2957,12958,Non-Binary,North,Plus,PayPal,35.0,108,3.0,30.04,1
2958,12959,Male,West,Basic,E-Wallet,55.0,85,4.0,,1
2959,12960,Non-Binary,North,Plus,E-Wallet,45.0,137,,99.72,1
2960,12961,Male,East,Basic,PayPal,38.0,81,1.0,41.83,0
2961,12962,Male,West,Basic,E-Wallet,24.0,65,1.0,,0
2962,12963,Male,West,Basic,PayPal,32.0,117,5.0,41.43,1
2963,12964,Unknown,East,Basic,Credit Card,38.0,116,3.0,,1
2964,12965,Non-Binary,South,Pro,PayPal,25.0,166,2.0,99.46,1
2965,12966,Female,North,Pro,Credit Card,46.0,21,3.0,86.17,1
2966,12967,Female,East,Plus,E-Wallet,24.0,85,2.0,155.75,1
2967,12968,Female,West,Basic,Credit Card,27.0,169,3.0,72.44,1
2968,12969,Unknown,East,Basic,PayPal,28.0,133,2.0,,1
2969,12970,Female,West,Basic,Credit Card,41.0,109,1.0,82.09,0
2970,12971,Male,East,Basic,Crypto,25.0,179,2.0,0.85,1
2971,12972,Male,South,Pro,PayPal,16.0,164,,38.73,1
2972,12973,Female,West,Basic,,,5,,,1
2973,12974,Female,East,Pro,Credit Card,29.0,72,3.0,56.62,1
2974,12975,Male,South,Pro,E-Wallet,23.0,156,,27.61,1
2975,12976,Male,South,Basic,E-Wallet,26.0,100,3.0,,1
2976,12977,Non-Binary,North,Pro,PayPal,51.0,178,2.0,91.57,0
2977,12978,Male,West,Basic,PayPal,27.0,76,1.0,20.92,1
2978,12979,Female,North,Basic,Credit Card,32.0,26,1.0,73.3,0
2979,12980,Unknown,South,Pro,PayPal,29.0,164,3.0,,1
2980,12981,Female,North,Basic,PayPal,21.0,173,1.0,,1
2981,12982,Male,North,Basic,E-Wallet,26.0,97,3.0,19.24,0
2982,12983,Female,East,Pro,PayPal,20.0,24,2.0,6.5,1
2983,12984,Non-Binary,North,Basic,Credit Card,43.0,164,2.0,10.15,1
2984,12985,Female,South,Pro,PayPal,35.0,150,1.0,119.53,1
2985,12986,Unknown,North,Basic,PayPal,58.0,153,2.0,114.64,1
2986,12987,Male,West,Basic,PayPal,26.0,75,4.0,13.51,1
2987,12988,Female,East,Plus,Crypto,,119,,,1
2988,12989,Female,South,Pro,PayPal,,179,,,1
2989,12990,Non-Binary,North,Basic,Credit Card,44.0,2,,56.38,0
2990,12991,Male,West,Basic,E-Wallet,37.0,72,5.0,72.83,1
2991,12992,Non-Binary,South,Plus,E-Wallet,22.0,110,,,1
2992,12993,Female,North,Basic,Crypto,51.0,78,1.0,72.13,0
2993,12994,Male,East,Pro,Credit Card,33.0,71,2.0,64.41,1
2994,12995,Male,North,Pro,E-Wallet,29.0,155,2.0,148.99,1
2995,12996,Non-Binary,South,Pro,E-Wallet,45.0,33,2.0,122.61,0
2996,12997,Male,South,Pro,PayPal,33.0,83,2.0,52.39,1
2997,12998,Male,South,Pro,PayPal,22.0,64,,89.65,1
2998,12999,Male,West,Pro,PayPal,34.0,28,1.0,67.54,0
2999,13000,Non-Binary,North,Plus,Crypto,26.0,3,6.0,,1
3000,13001,Female,North,Pro,PayPal,3.0,118,3.0,73.17,1
3001,13002,Female,North,Basic,Credit Card,25.0,165,2.0,0.76,1
3002,13003,Male,East,Basic,Crypto,28.0,129,2.0,51.29,1
3003,13004,Female,West,Pro,E-Wallet,22.0,112,2.0,98.74,1
3004,13005,Female,West,Plus,E-Wallet,39.0,91,2.0,108.44,0
3005,13006,Non-Binary,East,Basic,,26.0,75,1.0,84.68,1
3006,13007,Unknown,West,Basic,Credit Card,38.0,124,2.0,,1
3007,13008,Male,East,Plus,E-Wallet,21.0,43,,190.97,0
3008,13009,Female,South,Pro,Credit Card,43.0,113,,77.2,1
3009,13010,Male,South,Basic,Credit Card,21.0,104,2.0,,1
3010,13011,Female,West,Pro,Credit Card,10.0,94,2.0,131.84,0
3011,13012,Male,South,Plus,PayPal,46.0,116,1.0,132.56,1
3012,13013,Male,South,Plus,E-Wallet,25.0,100,,125.94,1
3013,13014,Male,South,Pro,Credit Card,,31,,,1
3014,13015,Female,North,Basic,,39.0,130,1.0,,0
3015,13016,Male,South,Plus,,41.0,16,1.0,171.63,1
3016,13017,Female,North,Pro,E-Wallet,,118,,,1
3017,13018,Female,East,Plus,Crypto,35.0,139,3.0,153.22,1
3018,13019,Male,East,Basic,E-Wallet,35.0,63,1.0,61.99,1
3019,13020,Female,East,Basic,E-Wallet,46.0,77,3.0,80.48,1
3020,13021,Male,East,Basic,E-Wallet,35.0,40,2.0,74.15,0
3021,13022,Female,East,Basic,PayPal,26.0,1,,86.56,0
3022,13023,Female,South,Pro,E-Wallet,39.0,33,1.0,83.26,0
3023,13024,Male,South,Plus,Crypto,12.0,124,3.0,64.65,1
3024,13025,Male,South,Pro,Credit Card,47.0,87,3.0,77.02,1
3025,13026,Male,East,Plus,E-Wallet,47.0,111,2.0,186.27,0
3026,13027,Unknown,East,Basic,PayPal,45.0,39,,5.98,0
3027,13028,Female,North,Pro,E-Wallet,45.0,54,5.0,69.4,1
3028,13029,Female,West,Plus,E-Wallet,33.0,125,,110.98,0
3029,13030,Female,South,Pro,Crypto,32.0,73,1.0,113.09,1
3030,13031,Male,West,Pro,Crypto,21.0,178,1.0,58.05,0
3031,13032,Female,East,Pro,PayPal,51.0,4,2.0,73.82,0
3032,13033,Female,East,Pro,PayPal,29.0,55,2.0,108.06,1
3033,13034,Male,East,Basic,PayPal,37.0,117,2.0,26.73,1
3034,13035,Male,West,Plus,PayPal,36.0,148,,223.14,1
3035,13036,Male,North,Plus,PayPal,20.0,57,3.0,144.65,1
3036,13037,Female,East,Basic,Credit Card,16.0,92,2.0,,1
3037,13038,Unknown,North,Pro,Credit Card,34.0,30,2.0,112.81,1
3038,13039,Male,North,Pro,PayPal,29.0,173,3.0,,1
3039,13040,Female,South,Pro,PayPal,33.0,154,2.0,113.12,1
3040,13041,Male,West,Pro,Credit Card,,106,,,1
3041,13042,Unknown,East,Plus,Crypto,36.0,158,1.0,172.54,1
3042,13043,Male,North,Basic,Credit Card,41.0,168,1.0,19.6,1
3043,13044,Female,West,Basic,PayPal,38.0,44,1.0,,1
3044,13045,Female,West,Plus,Crypto,,163,,,0
3045,13046,Female,East,Pro,PayPal,23.0,1,,,1
3046,13047,Female,South,Plus,E-Wallet,36.0,61,2.0,200.9,1
3047,13048,Male,South,Basic,Crypto,34.0,148,,,1
3048,13049,Male,North,Basic,PayPal,43.0,161,2.0,29.59,1
3049,13050,Male,South,Plus,,32.0,85,4.0,141.75,1
3050,13051,Male,South,Basic,PayPal,31.0,12,,67.1,0
3051,13052,Female,South,Plus,Credit Card,31.0,18,1.0,165.24,1
3052,13053,Male,West,Plus,Crypto,24.0,160,1.0,144.95,1
3053,13054,Male,East,Pro,Credit Card,48.0,123,4.0,149.06,1
3054,13055,Female,West,Basic,Crypto,45.0,101,2.0,,1
3055,13056,Unknown,West,Pro,PayPal,21.0,103,3.0,146.59,1
3056,13057,Female,East,Plus,Credit Card,42.0,48,1.0,174.55,0
3057,13058,Male,West,Basic,Crypto,,2,,,0
3058,13059,Male,North,Basic,Crypto,43.0,165,1.0,111.78,0
3059,13060,Unknown,North,Basic,Crypto,27.0,70,2.0,84.87,1
3060,13061,Male,West,Basic,E-Wallet,37.0,14,5.0,65.33,1
3061,13062,Male,South,Plus,,14.0,37,2.0,145.55,1
3062,13063,Female,West,Plus,PayPal,22.0,152,4.0,115.0,1
3063,13064,Female,South,Plus,PayPal,,60,,,1
3064,13065,Female,West,Pro,PayPal,26.0,177,2.0,85.85,1
3065,13066,Male,North,Pro,Crypto,25.0,9,1.0,107.12,1
3066,13067,Male,South,Basic,PayPal,47.0,99,4.0,,1
3067,13068,Unknown,North,Pro,Crypto,56.0,100,2.0,125.23,1
3068,13069,Male,West,Pro,,43.0,177,1.0,24.41,1
3069,13070,Female,East,Plus,Crypto,23.0,122,3.0,150.54,1
3070,13071,Female,South,Plus,E-Wallet,51.0,41,2.0,210.06,1
3071,13072,Female,South,Plus,Credit Card,18.0,179,3.0,249.15,1
3072,13073,Male,West,Plus,PayPal,,173,,,1
3073,13074,Male,West,Plus,E-Wallet,34.0,39,2.0,154.2,1
3074,13075,Female,South,Basic,PayPal,53.0,23,1.0,26.06,0
3075,13076,Non-Binary,East,Plus,E-Wallet,43.0,68,1.0,155.4,1
3076,13077,Unknown,West,Pro,Credit Card,,84,,,1
3077,13078,Male,West,Basic,Credit Card,24.0,167,1.0,6.26,1
3078,13079,Male,West,Basic,Credit Card,44.0,147,4.0,5.24,1
3079,13080,Unknown,East,Pro,Credit Card,28.0,28,4.0,58.85,0
3080,13081,Female,South,Basic,Crypto,36.0,36,1.0,71.1,1
3081,13082,Non-Binary,North,Basic,PayPal,20.0,19,1.0,48.95,0
3082,13083,Male,West,Pro,PayPal,39.0,145,,99.05,1
3083,13084,Female,East,Plus,PayPal,38.0,3,2.0,234.72,1
3084,13085,Female,South,Plus,,21.0,138,3.0,185.75,1
3085,13086,Female,South,Basic,PayPal,44.0,85,4.0,112.08,1
3086,13087,Female,East,Basic,Credit Card,39.0,51,2.0,85.05,0
3087,13088,Male,West,Basic,PayPal,41.0,42,3.0,,1
3088,13089,Female,North,Basic,PayPal,30.0,141,4.0,70.76,1
3089,13090,Male,West,Basic,E-Wallet,35.0,121,1.0,87.65,1
3090,13091,Female,South,Plus,Crypto,34.0,172,3.0,108.5,0
3091,13092,Unknown,North,Pro,Credit Card,32.0,155,,111.38,0
3092,13093,Male,West,Basic,Credit Card,35.0,131,3.0,,1
3093,13094,Non-Binary,North,Basic,Credit Card,46.0,143,3.0,41.96,1
3094,13095,Male,East,Pro,PayPal,,165,,,1
3095,13096,Female,West,Pro,Credit Card,22.0,150,,50.49,1
3096,13097,Unknown,South,Basic,Credit Card,43.0,76,1.0,58.47,1
3097,13098,Male,South,Plus,E-Wallet,45.0,147,2.0,,1
3098,13099,Male,North,Basic,,32.0,82,1.0,43.93,1
3099,13100,Female,East,Basic,E-Wallet,39.0,148,3.0,44.77,0
3100,13101,Male,West,Basic,Crypto,38.0,169,1.0,35.73,1
3101,13102,Female,East,Pro,PayPal,25.0,68,,57.21,1
3102,13103,Unknown,East,Basic,,30.0,13,1.0,60.16,1
3103,13104,Female,North,Basic,Crypto,41.0,69,3.0,61.73,0
3104,13105,Male,North,Basic,E-Wallet,,4,,,0
3105,13106,Female,West,Pro,Crypto,43.0,151,4.0,190.59,1
3106,13107,Female,South,Basic,Credit Card,47.0,156,3.0,,1
3107,13108,Male,West,Basic,Credit Card,,1,,,1
3108,13109,Female,East,Basic,PayPal,53.0,5,1.0,16.83,1
3109,13110,Female,North,Basic,E-Wallet,33.0,33,2.0,32.67,1
3110,13111,Female,East,Pro,E-Wallet,,21,,,1
3111,13112,Male,North,Basic,Crypto,37.0,131,2.0,45.42,1
3112,13113,Female,South,Basic,PayPal,33.0,112,1.0,,1
3113,13114,Male,East,Pro,Credit Card,39.0,133,,66.3,1
3114,13115,Male,North,Basic,E-Wallet,16.0,66,1.0,,1
3115,13116,Non-Binary,West,Basic,Crypto,36.0,76,3.0,37.34,1
3116,13117,Female,West,Basic,Credit Card,20.0,89,3.0,,1
3117,13118,Male,West,Plus,Credit Card,24.0,115,3.0,,1
3118,13119,Male,East,Pro,Credit Card,41.0,86,,124.46,1
3119,13120,Male,North,Plus,Crypto,32.0,67,1.0,138.48,1
3120,13121,Male,North,Plus,Crypto,40.0,161,2.0,173.56,1
3121,13122,Male,North,Plus,Credit Card,31.0,100,4.0,214.9,1
3122,13123,Male,East,Pro,Crypto,,161,,,1
3123,13124,Female,North,Pro,,31.0,56,1.0,141.24,1
3124,13125,Female,South,Basic,Credit Card,14.0,164,1.0,98.45,1
3125,13126,Female,East,Basic,Credit Card,36.0,133,1.0,30.09,1
3126,13127,Female,South,Pro,Crypto,12.0,70,3.0,92.68,1
3127,13128,Male,South,Plus,PayPal,19.0,172,1.0,,1
3128,13129,Unknown,West,Basic,PayPal,25.0,168,3.0,,1
3129,13130,Non-Binary,East,Pro,Crypto,23.0,102,,111.69,1
3130,13131,Non-Binary,North,Basic,E-Wallet,,132,,,1
3131,13132,Non-Binary,South,Basic,Crypto,23.0,59,,,0
